"name"	"hsa.ggo"	"hsa.ppy"	"hsa.ptr"	"hsa.mml"	"hsa.bta"	"hsa.cfa"	"hsa.mmu"	"hsa.rno"
"hsa-mir-320d"	0	1	0.947368463709867	0	0	0	0	0
"hsa-mir-320e"	0	1	1	0	0	0	0	0
"hsa-mir-323a-3p"	0	0	0	1	0	0	0	0
"hsa-mir-323a-5p"	0	0	0	1	0	0	0	0
"hsa-mir-323b-3p"	0	0	0	0.954545486362115	0	0	0	0
"hsa-mir-323b-5p"	0	0	0	1	0	0	0	0
"hsa-mir-33b-3p"	0	0	0	0.909090972724228	0	0	0	0
"hsa-mir-33b-5p"	0	0	0	1	0	0	0	0
"hsa-mir-3612"	0.954545486362115	0	0	0	0	0	0	0
"hsa-mir-3661"	0	0.819236620008646	0	0	0	0	0	0
"hsa-mir-372-3p"	0	0	0	1	0	0	0	0
"hsa-mir-372-5p"	0	0	0	1	0	0	0	0
"hsa-mir-374a-3p"	0	0	0	1	0	0	0	0
"hsa-mir-374a-5p"	0	0	0	1	0	0	0	0
"hsa-mir-376a-2-5p"	0	0	0	0.952380987299914	0	0	0	0
"hsa-mir-378e"	1	0.947368463709867	0.947368463709867	0	0	0	0	0
"hsa-mir-378j"	0	0	1	1	0	0	0	0
"hsa-mir-3923"	1	0	0	0	0	0	0	0
"hsa-mir-3937"	0	0	1	0	0	0	0	0
"hsa-mir-3938"	0	0.863636459086343	0	0	0	0	0	0
"hsa-mir-3943"	1	1	1	0	0	0	0	0
"hsa-mir-422a"	0	0.819236620008646	1	0.819236620008646	0	0	0	0
"hsa-mir-432-3p"	0	0	0	0.952380987299914	0	0	0	0
"hsa-mir-432-5p"	0	0	0	1	0	0	0	0
"hsa-mir-4427"	0	0.952380987299914	0	0	0	0	0	0
"hsa-mir-4428"	0	0	1	0	0	0	0	0
"hsa-mir-4429"	1	0	0	0	0	0	0	0
"hsa-mir-4446-3p"	0	0	0	0.773782106370762	0	0	0	0
"hsa-mir-4446-5p"	0	0	0	1	0	0	0	0
"hsa-mir-4451"	0	1	0	0	0	0	0	0
"hsa-mir-4484"	1	0.949999996956477	0	0	0	0	0	0
"hsa-mir-4488"	1	0	0	0	0	0	0	0
"hsa-mir-449b-3p"	0	0	0	1	0	0	0	0
"hsa-mir-449b-5p"	0	0	0	1	0	0	0	0
"hsa-mir-4504"	0	0	1	0	0	0	0	0
"hsa-mir-4510"	0.954545504851595	0	0.954545504851595	0	0	0	0	0
"hsa-mir-4515"	0	0.772727431810573	0	0	0	0	0	0
"hsa-mir-4526"	0	0.682873035347085	0	0	0	0	0	0
"hsa-mir-454-3p"	0	0	0	1	0	0	0	0
"hsa-mir-454-5p"	0	0	0	0.818181945448458	0	0	0	0
"hsa-mir-4637"	0	1	0	0	0	0	0	0
"hsa-mir-4654"	0	0	1	0	0	0	0	0
"hsa-mir-4660"	0.956521768240575	0	0	0	0	0	0	0
"hsa-mir-4672"	0	0.809523949199664	0	0	0	0	0	0
"hsa-mir-4703-3p"	0	0	0	0.318181879826597	0	0	0	0
"hsa-mir-4703-5p"	0	0	0	0.260869620708596	0	0	0	0
"hsa-mir-4766-3p"	0	0	0	0.71539072925868	0	0	0	0
"hsa-mir-4766-5p"	0	0	0	1	0	0	0	0
"hsa-mir-4788"	0	0.909090972724228	0	0	0	0	0	0
"hsa-mir-4791"	0	1	0	0	0	0	0	0
"hsa-mir-4796-3p"	0	0	0	0.72832754898497	0	0	0	0
"hsa-mir-4796-5p"	0	0	0	0.637418477961291	0	0	0	0
"hsa-mir-4803"	0	0	0	0.810628846321128	0	0	0	0
"hsa-mir-486-5p"	0	1	0	1	0	0	0	0
"hsa-mir-492"	0	1	0.956521768240575	0	0	0	0	0
"hsa-mir-498"	0	1	1	1	0	0	0	0
"hsa-mir-500a-3p"	0	0	0	0.227272765055011	0	0	0	0
"hsa-mir-500a-5p"	0	0	0	0.217391347103344	0	0	0	0
"hsa-mir-500b-3p"	0	0	0	0.300000033685888	0	0	0	0
"hsa-mir-500b-5p"	0	0	0	0.277777780748314	0	0	0	0
"hsa-mir-502-3p"	0	0	0	0.227272765055011	0	0	0	0
"hsa-mir-502-5p"	0	0	0	0.238095269740549	0	0	0	0
"hsa-mir-506-3p"	0	0	0	1	0	0	0	0
"hsa-mir-506-5p"	0	0	0	0.909090972724228	0	0	0	0
"hsa-mir-507"	0	1	1	1	0	0	0	0
"hsa-mir-508-3p"	0	0.82709589213753	0	0.654191700583406	0	0	0	0
"hsa-mir-508-5p"	0	0.91304353648115	0	0.91304353648115	0	0	0	0
"hsa-mir-510-3p"	0	0	0	1	0	0	0	0
"hsa-mir-510-5p"	0	0	0	0.819236620008646	0	0	0	0
"hsa-mir-512-3p"	0	1	0	0	0	0	0	0
"hsa-mir-513a-5p"	0	1	0	0	0	0	0	0
"hsa-mir-514a-3p"	0	0	0	1	0	0	0	0
"hsa-mir-514a-5p"	0	0	0	0.91304353648115	0	0	0	0
"hsa-mir-515-3p"	1	1	0	0	0	0	0	0
"hsa-mir-515-5p"	1	1	0	0	0	0	0	0
"hsa-mir-516a-3p"	1	0.833333368979772	0	0.391467023444733	0	0	0	0
"hsa-mir-516a-5p"	1	1	0	0.91304353648115	0	0	0	0
"hsa-mir-517c-3p"	0.819236620008646	1	0	0	0	0	0	0
"hsa-mir-518a-3p"	0	0.772727431810573	0	0.547563994001986	0	0	0	0
"hsa-mir-518a-5p"	0	1	0	0.850000115494469	0	0	0	0
"hsa-mir-518b"	1	0.409090972724229	1	0.954545486362115	0	0	0	0
"hsa-mir-518c-3p"	1	0	0	0.869565304721723	0	0	0	0
"hsa-mir-518c-5p"	1	0	0	0.653182881408175	0	0	0	0
"hsa-mir-518d-3p"	1	0.573638496617616	0	0	0	0	0	0
"hsa-mir-518d-5p"	1	0.819236620008646	0	0	0	0	0	0
"hsa-mir-518e-3p"	1	0	0	0	0	0	0	0
"hsa-mir-518e-5p"	1	0	0	0	0	0	0	0
"hsa-mir-518f-3p"	1	0	0	0	0	0	0	0
"hsa-mir-518f-5p"	1	0	0	0	0	0	0	0
"hsa-mir-519a-3p"	1	0	0	0.682872991599175	0	0	0	0
"hsa-mir-519a-5p"	1	0	0	0.954545486362115	0	0	0	0
"hsa-mir-519c-3p"	0.72832754898497	0	0	0	0	0	0	0
"hsa-mir-519c-5p"	1	0	0	0	0	0	0	0
"hsa-mir-519e-3p"	1	0	0	0	0	0	0	0
"hsa-mir-519e-5p"	1	0	0	0	0	0	0	0
"hsa-mir-520a-3p"	0	1	0	1	0	0	0	0
"hsa-mir-520a-5p"	0	1	0	0.763009787789905	0	0	0	0
"hsa-mir-520b"	0	0.810628846321128	1	0	0	0	0	0
"hsa-mir-520c-3p"	0	1	0	0	0	0	0	0
"hsa-mir-520c-5p"	0	0.638473108773572	0	0	0	0	0	0
"hsa-mir-520d-3p"	0	1	0	0	0	0	0	0
"hsa-mir-520d-5p"	0	1	0	0	0	0	0	0
"hsa-mir-520e"	0	1	1	0	0	0	0	0
"hsa-mir-520h"	0	1	1	0	0	0	0	0
"hsa-mir-521"	1	1	1	0.819236620008646	0	0	0	0
"hsa-mir-522-3p"	1	0	0	0	0	0	0	0
"hsa-mir-522-5p"	1	0	0	0	0	0	0	0
"hsa-mir-523-3p"	1	0	0	0	0	0	0	0
"hsa-mir-523-5p"	1	0	0	0	0	0	0	0
"hsa-mir-524-3p"	1	1	0	0.621257555148839	0	0	0	0
"hsa-mir-524-5p"	1	1	0	0.819236620008646	0	0	0	0
"hsa-mir-525-3p"	1	0.819236620008646	0	0	0	0	0	0
"hsa-mir-525-5p"	1	1	0	0	0	0	0	0
"hsa-mir-526a"	1	0.954545486362115	1	0	0	0	0	0
"hsa-mir-527"	0	1	1	0	0	0	0	0
"hsa-mir-548d-3p"	0	0	0	0.819236620008646	0	0	0	0
"hsa-mir-548d-5p"	0	0	0	0.181818218606195	0	0	0	0
"hsa-mir-548g-3p"	0	0	0	0.545454644881607	0	0	0	0
"hsa-mir-548g-5p"	0	0	0	0.347826167919099	0	0	0	0
"hsa-mir-548h-3p"	0	0	0	0.305356734411991	0	0	0	0
"hsa-mir-548h-5p"	0	0	0	0.4566548792304	0	0	0	0
"hsa-mir-548i"	0	0	1	0	0	0	0	0
"hsa-mir-548j-3p"	0	0	0	0.523809598012321	0	0	0	0
"hsa-mir-548j-5p"	0	0	0	0.547564037749895	0	0	0	0
"hsa-mir-548k"	0	0	1	0	0	0	0	0
"hsa-mir-548l"	0	0	1	0	0	0	0	0
"hsa-mir-548n"	0	0	1	0	0	0	0	0
"hsa-mir-548p"	0	0	1	0	0	0	0	0
"hsa-mir-549a"	0	0	0	0.285714328271773	0	0	0	0
"hsa-mir-553"	0	0.810628846321128	1	0	0	0	0	0
"hsa-mir-554"	0	0.473121915506993	1	1	0	0	0	0
"hsa-mir-555"	0	0.810628846321128	1	0	0	0	0	0
"hsa-mir-556-3p"	0	0.819236620008646	0	0.638473108773572	0	0	0	0
"hsa-mir-556-5p"	0	1	0	0.819236620008646	0	0	0	0
"hsa-mir-557"	0	0.82709589213753	1	0.350852646367702	0	0	0	0
"hsa-mir-558"	0	1	1	1	0	0	0	0
"hsa-mir-559"	0	0.810628846321128	1	0	0	0	0	0
"hsa-mir-563"	0	0.790694955515888	0	0.581389809720846	0	0	0	0
"hsa-mir-564"	0	0.790695006171357	1	0	0	0	0	0
"hsa-mir-566"	0	1	1	0	0	0	0	0
"hsa-mir-567"	0	0.82709589213753	1	0.91304353648115	0	0	0	0
"hsa-mir-569"	0	1	1	1	0	0	0	0
"hsa-mir-571"	0	1	0.810628846321128	0.573638450786475	0	0	0	0
"hsa-mir-572"	0	0	1	1	0	0	0	0
"hsa-mir-573"	0	0.502900475516453	0	0.502900515618704	0	0	0	0
"hsa-mir-575"	0	0.894736927419734	1	0	0	0	0	0
"hsa-mir-576-3p"	0	1	0	1	0	0	0	0
"hsa-mir-576-5p"	0	0.819236620008646	0	0.819236620008646	0	0	0	0
"hsa-mir-577"	1	1	1	0	0	0	0	0
"hsa-mir-581"	0	1	1	0.810628846321128	0	0	0	0
"hsa-mir-583"	0	0.810628846321128	1	0.810628846321128	0	0	0	0
"hsa-mir-584-3p"	0	0	0	0.909090972724228	0	0	0	0
"hsa-mir-584-5p"	0	0	0	1	0	0	0	0
"hsa-mir-586"	0	1	1	0	0	0	0	0
"hsa-mir-587"	0	1	1	0.667771670727458	0	0	0	0
"hsa-mir-588"	0	1	1	0	0	0	0	0
"hsa-mir-590-3p"	0	1	0	0.857142961899747	0	0	0	0
"hsa-mir-590-5p"	0	1	0	1	0	0	0	0
"hsa-mir-591"	0	1	1	0	0	0	0	0
"hsa-mir-595"	0	0.6212575093177	0	0.810628846321128	0	0	0	0
"hsa-mir-596"	0	0.810628846321128	0.810628846321128	0	0	0	0	0
"hsa-mir-600"	0	0.91304353648115	1	0.91304353648115	0	0	0	0
"hsa-mir-601"	0	1	1	1	0	0	0	0
"hsa-mir-602"	0	0.956521768240575	0.610713468823981	0	0	0	0	0
"hsa-mir-603"	0	1	0	0.909090972724228	0	0	0	0
"hsa-mir-604"	0	0.790694955515888	0.790694955515888	0.73806336857029	0	0	0	0
"hsa-mir-606"	0	0.810628846321128	0.810628846321128	0	0	0	0	0
"hsa-mir-608"	0	0.681856424492439	0	0	0	0	0	0
"hsa-mir-609"	1	0.651160218931314	1	0.801160247804932	0	0	0	0
"hsa-mir-610"	0	1	0	0	0	0	0	0
"hsa-mir-611"	0	1	0	0	0	0	0	0
"hsa-mir-612"	0	0.681856424492439	1	0	0	0	0	0
"hsa-mir-6127"	0	0	1	0	0	0	0	0
"hsa-mir-6128"	0	0	0	1	0	0	0	0
"hsa-mir-6129"	0	0	1	0.754874728021325	0	0	0	0
"hsa-mir-613"	0	0.602320399364474	1	0	0	0	0	0
"hsa-mir-6130"	0	0	1	1	0	0	0	0
"hsa-mir-6131"	0	0	0.790694955515888	0.790694955515888	0	0	0	0
"hsa-mir-6132"	0	0	1	0	0	0	0	0
"hsa-mir-6133"	0	0	1	0	0	0	0	0
"hsa-mir-6134"	0	0	1	0.75487466394719	0	0	0	0
"hsa-mir-614"	0	1	1	0	0	0	0	0
"hsa-mir-617"	0	0.954545486362115	1	0	0	0	0	0
"hsa-mir-618"	0	1	1	1	0	0	0	0
"hsa-mir-621"	0	0.6212575093177	0	0	0	0	0	0
"hsa-mir-622"	0	0.6212575093177	1	0	0	0	0	0
"hsa-mir-623"	0	0.956521768240575	0.956521768240575	0	0	0	0	0
"hsa-mir-626"	0	0.790694955515888	1	0.790694955515888	0	0	0	0
"hsa-mir-628-3p"	0	1	0	1	0	0	0	0
"hsa-mir-628-5p"	0	1	0	1	0	0	0	0
"hsa-mir-630"	0	1	1	0	0	0	0	0
"hsa-mir-633"	0	0.956521768240575	0.956521768240575	1	0	0	0	0
"hsa-mir-634"	0	0.457709597538497	1	0	0	0	0	0
"hsa-mir-635"	0	0	1	0	0	0	0	0
"hsa-mir-636"	0	0.82709589213753	0	0	0	0	0	0
"hsa-mir-637"	0	0.916666720136335	1	0	0	0	0	0
"hsa-mir-638"	0	0.641856449131263	0	0	0	0	0	0
"hsa-mir-639"	0	1	0	0.480278606162401	0	0	0	0
"hsa-mir-640"	0	1	1	1	0	0	0	0
"hsa-mir-641"	0.916666720136335	0	0.916666720136335	0	0	0	0	0
"hsa-mir-643"	0	0	1	0	0	0	0	0
"hsa-mir-645"	0	1	1	0	0	0	0	0
"hsa-mir-646"	0	0.790694955515888	1	0	0	0	0	0
"hsa-mir-647"	0	0.810628846321128	0	0	0	0	0	0
"hsa-mir-648"	0	1	0	0.894736927419734	0	0	0	0
"hsa-mir-649"	0	0	1	0	0	0	0	0
"hsa-mir-650"	0	0.621257555148839	1	0	0	0	0	0
"hsa-mir-6505-3p"	0	0	0	0.810628846321128	0	0	0	0
"hsa-mir-6505-5p"	0	0	0	1	0	0	0	0
"hsa-mir-656-3p"	0	0	0	1	0	0	0	0
"hsa-mir-656-5p"	0	0	0	0.810628846321128	0	0	0	0
"hsa-mir-657"	0	0	1	0	0	0	0	0
"hsa-mir-660-3p"	0	0	0	0.238095269740549	0	0	0	0
"hsa-mir-660-5p"	0	0	0	0.227272765055011	0	0	0	0
"hsa-mir-661"	0	0	0.895971513448003	0.686377561859071	0	0	0	0
"hsa-mir-662"	0	0	0	1	0	0	0	0
"hsa-mir-663b"	0	1	0	0	0	0	0	0
"hsa-mir-6790-3p"	0	0	0	0.383162239577151	0	0	0	0
"hsa-mir-6790-5p"	0	0	0	0.91304353648115	0	0	0	0
"hsa-mir-6794-3p"	0	0	0	0.751160238180392	0	0	0	0
"hsa-mir-6794-5p"	0	0	0	1	0	0	0	0
"hsa-mir-6827-3p"	0	0	0	0.810628846321128	0	0	0	0
"hsa-mir-6827-5p"	0	0	0	0.638473108773572	0	0	0	0
"hsa-mir-760"	1	1	1	1	0	0	0	0
"hsa-mir-765"	0	1	1	0	0	0	0	0
"hsa-mir-767-3p"	0	1	0	1	0	0	0	0
"hsa-mir-767-5p"	0	1	0	1	0	0	0	0
"hsa-mir-769-3p"	0	0	0	0.91304353648115	0	0	0	0
"hsa-mir-769-5p"	0	0	0	0.954545486362115	0	0	0	0
"hsa-mir-885-3p"	0	1	0	1	0	0	0	0
"hsa-mir-885-5p"	0	1	0	1	0	0	0	0
"hsa-mir-889-3p"	0	0	0	1	0	0	0	0
"hsa-mir-889-5p"	0	0	0	1	0	0	0	0
"hsa-mir-890"	0	1	1	0	0	0	0	0
"hsa-mir-891b"	0	1	1	0	0	0	0	0
"hsa-mir-892a"	0	0.810628846321128	1	1	0	0	0	0
"hsa-mir-892b"	0	1	0.136363661220402	1	0	0	0	0
"hsa-mir-892c-3p"	0	0	0	1	0	0	0	0
"hsa-mir-892c-5p"	0	0	0	1	0	0	0	0
"hsa-mir-920"	0	0.751160238180392	1	0	0	0	0	0
"hsa-mir-921"	0	0.72092828616269	0	0	0	0	0	0
"hsa-mir-922"	0	0.82709589213753	0.826087072962298	0.173913083959549	0	0	0	0
"hsa-mir-924"	0	1	1	0.801160295927627	0	0	0	0
"hsa-mir-933"	0	1	1	1	0	0	0	0
"hsa-mir-934"	0	1	1	0	0	0	0	0
"hsa-mir-936"	0	0.638473152521481	1	0.819236620008646	0	0	0	0
"hsa-mir-938"	0	1	1	0.365745808206723	0	0	0	0
"hsa-mir-943"	0	0.810628846321128	1	0	0	0	0	0
"hsa-mir-944"	0	0.819236620008646	1	0.638473108773572	0	0	0	0
"hsa-mir-95-3p"	0	0	0	1	0	0	0	0
"hsa-mir-95-5p"	0	0	0	1	0	0	0	0
